timestamp,user_id,event,properties
2026-08-09 07:59:54.506826,user_6,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_6,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_6,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_6,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_1,click,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_9,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_4,decision_made,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_7,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
2026-08-09 07:59:54.506826,user_2,submit,"{""browser"": ""Chrome"", ""latency_ms"": 250}"
